순위,제목,저자,출판사,출간일,별점
40,젊은 베르테르의 슬픔 (한글+영문판),"요한 볼프강 폰 괴테 (지은이), 허승진 (옮긴이) ", 더클래식 , 2013년 6월,4.0
41,문예춘추사 셜록 홈즈 전집 세트 (전 10권),"아서 코난 도일 (지은이), 박상은 (옮긴이) ", 문예춘추사 , 2012년 12월,4.0
42,빨강머리 앤 : 더클래식 세계문학 컬렉션 한글판 104,"루시 모드 몽고메리 (지은이), M.A. & W. A. J. 클라우스 (그림), 박혜원 (옮긴이) ", 더클래식 , 2018년 1월,5.0
43,군주론,"니콜로 마키아벨리 (지은이), 김운찬 (옮긴이) ", 현대지성 , 2021년 7월,5.0
44,노인과 바다,"어니스트 헤밍웨이 (지은이), 김욱동 (옮긴이) ", 민음사 , 2012년 7월,4.5
45,카라마조프가의 형제들 1 : 더클래식 세계문학 컬렉션 096,"표도르 도스토옙스키 (지은이), 장한 (옮긴이) ", 더클래식 , 2018년 12월,5.0
46,자유론 (개정판),"존 스튜어트 밀 (지은이), 서병훈 (옮긴이) ", 책세상 , 2018년 4월,4.5
47,오만과 편견,[오디오북] 오만과 편견 ㅣ 별글클래식 파스텔 에디션 (오디오북) 4 , 별글 , 2020년 2월,4.5
48,논어 - 손 안의 고전,황종원 (지은이) , 서책 , 2013년 1월,4.5
49,초판본 한중록,"혜경궁 홍씨 (지은이), 박병성 (옮긴이) ", 더스토리 , 2020년 4월,5.0
50,수레바퀴 아래서,"헤르만 헤세 (지은이), 이순학 (옮긴이) ", 더클래식 , 2013년 1월,5.0
51,싯다르타 (한글판),"헤르만 헤세 (지은이), 박진권 (옮긴이) ", 더클래식 , 2017년 4월,0.0
52,구토,"장 폴 사르트르 (지은이), 임호경 (옮긴이) ", 문예출판사 , 2020년 12월,4.5
53,카라마조프가의 형제들 1,"표도르 도스토옙스키 (지은이), 이가영 (옮긴이), 최행규 (해설) ", 코너스톤 , 2021년 11월,5.0
54,카라마조프가의 형제들 2,"표도르 도스토옙스키 (지은이), 이가영 (옮긴이), 최행규 (해설) ", 코너스톤 , 2021년 11월,0.0
55,나는 논어를 만나 행복해졌다,"판덩 (지은이), 이서연 (옮긴이) ", 미디어숲 , 2023년 1월,5.0
56,1984 (한글판),"조지 오웰 (지은이), 정영수 (옮긴이) ", 더클래식 , 2013년 5월,4.5
57,어린 왕자 (한글판),"앙투안 드 생텍쥐페리 (지은이), 김미정 (옮긴이) ", 더클래식 , 2012년 6월,4.5
58,명상록 : 철학자 황제가 전쟁터에서 자신에게 쓴 일기,"마르쿠스 아우렐리우스 (지은이), 박문재 (옮긴이) ", 현대지성 , 2018년 4월,4.5
59,사람은 무엇으로 사는가 (한글판),"레프 니콜라예비치 톨스토이 (지은이), 장영재 (옮긴이) ", 더클래식 , 2012년 8월,4.0
60,[합본] 웃는 남자 (전3권) (한글판),"빅토르 위고 (지은이), 백연주 (옮긴이) ", 더클래식 , 2018년 3월,0.0
61,동물농장 (한글),조지 오웰 (지은이) , 미르북컴퍼니 , 2020년 2월,5.0
62,제인에어 1(한글+영문),"샬럿 브론테 (지은이), 나선숙 (옮긴이) ", 더클래식 , 2014년 7월,5.0
63,그리스인 조르바 (한글+영문판),"니코스 카잔자키스 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 , 2013년 6월,4.5
64,파리대왕,유종호 (옮긴이) , 민음사 , 2016년 11월,4.0
65,햄릿 (한글),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 , 2012년 12월,4.0
66,소크라테스의 변명·크리톤·파이돈·향연 (그리스어 원전 완역본) : 플라톤의 대화편,"플라톤 (지은이), 박문재 (옮긴이) ", 현대지성 , 2019년 12월,5.0
67,맥베스 (한글+영문판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 , 2013년 8월,0.0
68,도리언 그레이의 초상,"오스카 와일드 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 , 2013년 6월,3.5
69,보바리 부인 (한글판 + 영문판),"귀스타브 플로베르 (지은이), 김중현 (옮긴이) ", 더클래식 , 2015년 1월,3.0
70,민음사 세계문학전집 1-400 카탈로그,민음사 편집부 (지은이) , 민음사 , 2022년 5월,0.0
71,신곡 : 연옥 (한글판+영문판),"단테 알리기에리 (지은이), 이시연 (옮긴이) ", 미르북컴퍼니 , 2014년 11월,0.0
72,자유로부터의 도피,"에리히 프롬 (지은이), 김석희 (옮긴이) ", 휴머니스트 , 2020년 9월,4.5
73,인형의 집,"헨리크 입센 (지은이), 안미란 (옮긴이) ", 민음사 , 2012년 7월,4.5
74,죄와 벌 1,"표도르 도스토옙스키 (지은이), 김연경 (옮긴이) ", 민음사 , 2012년 7월,4.5
75,변신·시골의사,전영애 (옮긴이) , 민음사 , 2012년 8월,4.0
76,오셀로 (한글판 + 영문판),"윌리엄 셰익스피어 (지은이), 김민애 (옮긴이) ", 더클래식 , 2015년 1월,0.0
77,하루 한 장 고전 수업,조윤제 (지은이) , 비즈니스북스 , 2022년 11월,5.0
78,키다리 아저씨 2 : 그 후 이야기 (한글판 + 영문판),"진 웹스터 (지은이), 서현정 (옮긴이) ", 더클래식 , 2015년 11월,0.0
79,도덕경,"노자 (지은이), 소준섭 (옮긴이) ", 현대지성 , 2018년 12월,4.5
80,지하생활자의 수기 - 문예 세계문학선 022,"표도르 도스토옙스키 (지은이), 이동현 (옮긴이) ", 문예출판사 , 2013년 4월,4.5
81,오즈의 마법사 2 - 환상의 나라 오즈 (한글판+영문판),"라이먼 프랭크 바움 (지은이), 존 R. 닐 (그림), 손인혜 (옮긴이) ", 더클래식 , 2013년 12월,4.0
82,젊은 시인에게 보내는 편지,"라이너 마리아 릴케 (지은이), 송영택 (옮긴이) ", 문예출판사 , 2018년 5월,4.0
83,서부 전선 이상 없다 - 열린책들 세계문학 67,"에리히 마리아 레마르크 (지은이), 홍성광 (옮긴이) ", 열린책들 , 2017년 3월,4.5
84,오셀로,"윌리엄 셰익스피어 (지은이), 최종철 (옮긴이) ", 민음사 , 2013년 2월,4.5
85,신곡 - 지옥편,"단테 알리기에리 (지은이), 윌리엄 블레이크 (그림), 박상진 (옮긴이) ", 민음사 , 2022년 5월,4.5
86,죄와 벌 1 - 문예 세계문학선 107,"표도르 도스토옙스키 (지은이), 김학수 (옮긴이) ", 문예출판사 , 2013년 7월,4.5
87,마음을 따뜻하게 해주는 불교명언,그림책편집기획팀 (지은이) , 그림책 , 2012년 10월,5.0
88,채털리 부인의 연인 2,"데이비드 허버트 로렌스 (지은이), 이인규 (옮긴이) ", 민음사 , 2013년 4월,4.0
89,우신예찬,"에라스무스 (지은이), 박문재 (옮긴이) ", 현대지성 , 2022년 10월,5.0
90,릴케 단편선 - 문예 세계문학선 121,"라이너 마리아 릴케 (지은이), 송영택 (옮긴이) ", 문예출판사 , 2016년 3월,4.5
91,[세트] 잃어버린 시간을 찾아서 1~6 (총6권),마르셀 프루스트 (지은이) , 민음사 , 2020년 11월,0.0
92,이방인,"알베르 카뮈 (지은이), 유기환 (옮긴이) ", 현대지성 , 2023년 2월,5.0
93,위대한 개츠비 (한글판),"프랜시스 스콧 피츠제럴드 (지은이), 이기선 (옮긴이) ", 더클래식 , 2012년 7월,5.0
94,젊은 베르테르의 슬픔 (한글판),"요한 볼프강 폰 괴테 (지은이), 허승진 (옮긴이) ", 더클래식 , 2012년 10월,3.5
95,데미안,"헤르만 헤세 (지은이), 전영애 (옮긴이) ", 민음사 , 2020년 12월,4.5
96,사람은 무엇으로 사는가 (한글+영문),"레프 니콜라예비치 톨스토이 (지은이), 장영재 (옮긴이) ", 더클래식 , 2012년 7월,4.0
97,안나 카레니나 - 더클래식 세계문학 스페셜 에디션,"레프 니콜라예비치 톨스토이 (지은이), 장영재 (옮긴이) ", 더클래식 , 2017년 8월,5.0
98,두 도시 이야기 (한글판),"찰스 디킨스 (지은이), 신윤진, 이수진 (옮긴이) ", 더클래식 , 2012년 11월,4.5
99,동물 농장,"조지 오웰 (지은이), 도정일 (옮긴이) ", 민음사 , 2012년 7월,4.5
100,침묵의 봄,"레이첼 카슨 (지은이), 김은령 (옮긴이), 홍욱희 (감수) ", 에코리브르 , 2018년 4월,4.5
