순위,제목,저자,출판사,출간일,별점
83,우리 아이 성교육에 대해 꼭 알아야 할 50가지,"린다 에어, 리처드 에어 (지은이), 이자영 (옮긴이) ", 원앤원스타일 , 2014년 2월,5.0
84,내 자녀에게 성을 이야기할 때,"스탠 존스, 브레나 존스 (지은이), 정현주 (옮긴이) ", 소원나무 , 2020년 4월,5.0
85,초등 매일 글쓰기의 힘,이은경 (지은이) , 상상아카데미 , 2021년 3월,5.0
86,천천히 키워야 크게 자란다,김영숙 (지은이) , 북하우스 , 2016년 9월,4.5
87,마리아 몬테소리 관찰의 즐거움,정이비 (지은이) , 도서출판 한울림 , 2020년 11월,5.0
88,아이의 두뇌는 부부의 대화 속에서 자란다,"아마노 히카리 (지은이), 김현영 (옮긴이), 시오미 도시유키 (감수) ", 센시오 , 2020년 3월,5.0
89,몸놀이가 아이 두뇌를 만든다,"질 코넬, 셰릴 맥카시, 웬디 피리 (지은이), 강정원 (옮긴이) ", 길벗 , 2018년 10월,4.5
90,아이가 내 맘 같지 않아도 꾸짖지 않는 육아,"니콜라 슈미트 (지은이), 장윤경 (옮긴이) ", 위즈덤하우스 , 2021년 2월,5.0
91,"초등 내 아이, 친구관계 고민상담소",류윤환 (지은이) , 이담북스 , 2019년 12월,5.0
92,오픈도어,"김승언 (지은이), 안동현 (감수) ", 한언출판사 , 2019년 7월,4.5
93,균형 육아,정우열 (지은이) , 팬덤북스 , 2017년 7월,5.0
94,아이가 좋아하는 성장발달놀이 140,"마미즈패밀리 프로젝트 팀 (엮은이), 이민정 (옮긴이), 강정원, 마스다 가오리 (감수) ", 길벗 , 2017년 12월,5.0
95,숨은 키 7cm가 우리 아이 미래를 바꾼다,이선용 (지은이) , 부커 , 2022년 7월,4.5
97,0.1%의 비밀,"김경일, 조세핀 김 (지은이) ", EBS BOOKS , 2021년 1월,4.0
98,아마도 모두의 이야기,아모이 (지은이) , 알에이치코리아(RHK) , 2022년 11월,5.0
99,밥보다 여행,이상정 (지은이) , 책밥상 , 2022년 5월,4.5
100,조건 없이 존중하는 엄마의 말,"시마무라 하나코 (지은이), 김은선 (옮긴이) ", 더난출판 , 2021년 8월,5.0
